text_id	sp_code	lang	sentence	(word)	(rus)	gloss	form	p	atr	ep	clause	seq_nr	comment
b14	kvan4	Bagvalal	6			n=v-ipf-part=n n=v	preterite_habitual	other	NA	NA	first	9	
b14	kvan4	Bagvalal	6			cop=part.n=temp	sconverb	other	NA	NA	dependent	9	
b15	kvan9	Bagvalal	6			n=v=n=conv cop	perfect	pf	NA	NA	main line	15	
b16	kvan13	Bagvalal	6			n=v-ipf-part=n	participle	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	6			v-ipf-conv n=v=n=conv cop	perfect_imperfect	other	NA	NA	main line	18	
b17	kvan13	Bagvalal	6			v-ipf-fut.neg-re	future	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	6			v=n=conv cop	perfect	pf	NA	NA	main line	19	
b19	kvan14	Bagvalal	6			v-caus=npl=conv cop	perfect	pf	NA	NA	main line	21	
b2	kvan6	Bagvalal	6	w=uχː-eː=w=o	оставаться	m=v-caus=m=conv	converb	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	6	b=eɬ-u=ba	уходить	hpl=v-part=hpl	preterite	pst	NA	NA	first	22	
b2	kvan6	Bagvalal	6	b=eɬ-u=ba	уходить	hpl=v-part=hpl	preterite	pst	NA	NA	main line	22	
b20	kvan14	Bagvalal	6			v-pot.inf	infinitive	other	NA	NA	dependent	24	
b20	kvan14	Bagvalal	6			hpl=v=hpl=conv cop	perfect	pf	NA	NA	main line	24	
b24	kvan5	Bagvalal	6			n=v-irr	irrealis	other	NA	NA	quote	40	
b24	kvan5	Bagvalal	6			v-ms.pot-fut1 n=v	irrealis	other	NA	NA	quote	40	
b24	kvan5	Bagvalal	6			neg.cop	present	other	NA	NA	quote	40	
b25	kvan14	Bagvalal	6			v=n=conv	converb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	6			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b3	kvan11	Bagvalal	6	b=uk’a-ɬab-oː	быть	n=v-pot-abo-m	categorical affirmative	other	NA	NA	main line	42	
b3	kvan11	Bagvalal	6	q’an-oː=b b=uk’a=b=o ek’ʷa	кушать быть есть	v.ipf-part=n n=v=n=conv cop	perfect_imperfect	other	NA	NA	main line	42	
b4	kvan11	Bagvalal	6	b=as-ãː	рассказывать	n=v-pot.inf	infinitive	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	6	b=uɬu=b	становиться	n=v=part.n	participle	other	NA	NA	NA	43	
b4	kvan11	Bagvalal	6	haː=m	видеть	v=part.n	participle	other	NA	NA	NA	43	
b4	kvan11	Bagvalal	6	w=eta=w=o ek’ʷa	оставлять есть	m=v=m=conv cop	perfect	pf	NA	NA	main line	43	
b5	kvan4	Bagvalal	6	b=asaː	рассказывать	n=v	preterite	pst	NA	NA	main line	44	
b5	kvan4	Bagvalal	6	w=uk’a	быть	m-v-rala	preterite	pst	NA	NA	quote	44	
b6	kvan4	Bagvalal	6	q’aːr-aːla	наряжаться	v-caus.pot.inf	infinitive	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	6	ʕagaɬli-r	участвовать	v-msd	masdar	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	6	dže	делать	v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	6	NA	NA	NA	NA	NA	NA	NA	NA	46	
b8	kvan6	Bagvalal	6	rek’ʷ-ẽː=w=o	садиться	v-caus=m=conv	converb	other	NA	NA	dependent	47	
b8	kvan6	Bagvalal	6	ɬ-oː=b=q’aɬːani	ехать	v.ipf-part=n=temp	converb	other	NA	NA	dependent	47	
b8	kvan6	Bagvalal	6	haː=n=o	видеть	v=hpl=conv	converb	other	NA	NA	dependent	47	
b8	kvan6	Bagvalal	6	w=ič’-inaː-χ-la w=uk’a=w=o	смотреть быть	m=v-ipf-conv-la m=v=m=conv	converb	other	NA	NA	dependent	47	converbal form of imperfect
b8	kvan6	Bagvalal	6	q’ʷar-oː=b	переворачиваться	v-caus.part=n	participle	other	NA	NA	first	47	
b9	kvan3	Bagvalal	6			n=v-pot.imp-rala	imperative	other	NA	NA	quote	51	
b9	kvan3	Bagvalal	6			v	preterite	pst	NA	NA	main line	51	
t02	mish1	Tsakhur	6	ge=p=iːm-mɨ	останавливаться.на.привале	hpl=v.pf-a-pl	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	6	tawsun-mɨ haʔ-as	отдых делать	npl.v-pot	infinitive	other	naf		dependent	53	
t03	mish9	Tsakhur	6	ɨkːiːkɨn-na	хотеть	v.pf-aa	atr_aorist	pst	af		main line	54	
t03	mish9	Tsakhur	6	dj-aIχ-a-na	мочь	neg-1.v-ipf-aa	atr_present	other	af		main line	54	
t03	mish9	Tsakhur	6	aˁlʲhās	идти	v.pot	infinitive	other	naf		dependent	54	
t03	mish9	Tsakhur	6	iʁikar-as	шевелиться	1.v-pot	infinitive	other	naf		dependent	54	
t04	mish4	Tsakhur	6	wo=d=un ɢekː-a	быть выпускать	cop=4=a 4.v-ipf	af_durative	other	af	nep	comment	55	
t2	mish3	Tsakhur	6	aˁχ-as	мочь	4.v-pot	potential	other	naf		quote	57	
t2	mish3	Tsakhur	6	q-iˁdʲ-a=t=q-iːnɢaˁ	учить	neg=4=v.pf-temp1	sconverb	other	naf		quote	57	
t4	mish4	Tsakhur	6	ha=r=k’ɨn-o=r	идти	1=v.pf-v=1	naf_perfect	pf	naf	ep	main line	62	
t7	mish8	Tsakhur	6	ɨxa	стать	1.v.pf	aorist	pst	naf		main line	67	
t8	mish4	Tsakhur	6	qɨʁaːh-as	доставать	3.v-pot	infinitive	other	naf		dependent	68	
t8	mish4	Tsakhur	6	mɨsʲlahaˁt-o=b ha=w=ʔ-u	совещание-быть делать	noun.3-v=3 3=v-pf	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	6	dʲ-aˁ=w=χ-iːnɢaˁ	мочь	neg=3=v.pf-temp1	sconverb	other	naf		dependent	68	
b10	kvan14	Bagvalal	7			v=f=conv cop	perfect	pf	NA	NA	main line	5	
b11	kvan5	Bagvalal	7			v-ms.ipf.inf	infinitive	other	NA	NA	dependent	6	
b11	kvan5	Bagvalal	7			noun-vrb	preterite	pst	NA	NA	quote	6	past translation
b12	kvan10	Bagvalal	7			hpl=v-imp-rala	imperative	other	NA	NA	quote	7	
b12	kvan10	Bagvalal	7			v	preterite	pst	NA	NA	main line	7	
b14	kvan4	Bagvalal	7			f=v-neg	preterite	pst	NA	NA	main line	9	quote: first person perspective
b15	kvan9	Bagvalal	7			v=n=conv	converb	other	NA	NA	dependent	15	
b15	kvan9	Bagvalal	7			f=v=f=conv	converb	other	NA	NA	dependent	15	
b15	kvan9	Bagvalal	7			n=v=n=conv	converb	other	NA	NA	dependent	15	
b15	kvan9	Bagvalal	7			v=n=conv cop	perfect	pf	NA	NA	main line	15	
b15	kvan9	Bagvalal	7			v=n=conv cop-re	perfect	pf	NA	NA	quote	15	
b15	kvan9	Bagvalal	7			n=v	preterite	pst	NA	NA	main line	15	why is this not a converb, and the following converbs finite forms?
b15	kvan9	Bagvalal	7			n=v-neg-part=n=temp	sconverb	other	NA	NA	dependent	15	
b16	kvan13	Bagvalal	7			n=v-neg-part=n=q-re	participle	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	7			n=v-ipf-part=n	participle	other	NA	NA	quote	18	
b17	kvan13	Bagvalal	7			v-pot-fut-part=m m=v-re	future-in-the-past	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	7			v-ipf.inf-je	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	7			m=v-neg-irr	irrealis	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	7			v=n=conv cop	perfect	pf	NA	NA	main line	19	
b19	kvan14	Bagvalal	7			hpl=v=hpl=conv	converb	other	NA	NA	dependent	21	
b19	kvan14	Bagvalal	7			n=v-ipf.inf	infinitive	other	NA	NA	dependent	21	
b19	kvan14	Bagvalal	7			v=hpl=conv cop	perfect	pf	NA	NA	main line	21	
b19	kvan14	Bagvalal	7			n=v-pot-csl	sconverb	other	NA	NA	dependent	21	
b2	kvan6	Bagvalal	7	džeː=b=o	делать	v=n=conv	converb	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	7	r=uk’a-r-la	быть	npl=v-msd-la	masdar	other	NA	NA	NA	22	
b2	kvan6	Bagvalal	7	ʁurdi=r=o	истреблять есть	v=hpl=conv cop	perfect	pf	NA	NA	main line	22	
b20	kvan14	Bagvalal	7			v=npl=conv cop	perfect	pf	NA	NA	main line	24	
b20	kvan14	Bagvalal	7			n=v=part.n cop	resultative	other	NA	NA	quote	24	
b20	kvan14	Bagvalal	7			npl=v-pot-cond	sconverb	other	NA	NA	dependent	24	
b25	kvan14	Bagvalal	7			v-pot.inf	infinitive	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	7			m=v-caus.pot.inf	infinitive	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	7			v=n=conv neg.cop	perfect	pf	NA	NA	main line	41	
b25	kvan14	Bagvalal	7			n=v=n=conv neg.cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	7	sani-li=ro ek’ʷa	вместе есть	adv-vrb=hpl=conv cop	perfect	pf	NA	NA	main line	43	
b5	kvan4	Bagvalal	7	džeː-č’i b=uk’-a-la	делать быть	v-neg n=v-pot-csl	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	7	ha=b=už-eː=b=o	смешиваться	n=v-caus=n=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	7	hela=j	любить	v.ipf=part.f	participle	other	NA	NA	NA	44	
b5	kvan4	Bagvalal	7	iči=b=o ek’ʷa	давать есть	v=n=conv cop	perfect	pf	NA	NA	quote	44	
b6	kvan4	Bagvalal	7	b=ija-šːu-r	знать	n=v.part-obl.m-erg	participle	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	7	b=ija=b	знать	n=v=part.n	participle	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	7	džeː	делать	v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	7	ek’ʷa-redi	есть	cop-redi	present	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	7	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b8	kvan6	Bagvalal	7	b=eː=r=o	приходить	hpl=v=hpl=conv	converb	other	NA	NA	dependent	47	
b8	kvan6	Bagvalal	7	džeː=b=o	делать	v=n=conv	converb	other	NA	NA	dependent	47	
b8	kvan6	Bagvalal	7	b=iʁ-eː=b=o ek’ʷa	стоять есть	n=v-caus=n=conv cop	perfect	pf	NA	NA	main line	47	
b9	kvan3	Bagvalal	7			v-neg=n=conv	converb	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	7			n=v-ipf-conv-da n=v=hpl=conv	converb	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	7			v	preterite	pst	NA	NA	main line	51	
t01	mish1	Tsakhur	7	qikːʲo=r=k’ul	падать	1=v.pf	aorist	pst	naf		main line	52	
t01	mish1	Tsakhur	7	hajq’ʷar-aʔ-u	ломаться-делать	4.v-4.v-pf	aorist	pst	naf		main line	52	
t01	mish1	Tsakhur	7	qača=r=xɨr-na	спотыкаться	1=v.pf-aa	atr_aorist	pst	af		main line	52	
t02	mish1	Tsakhur	7	ačmiš-a=w=ʔ-u	открывать-делать	v-3=v-pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	7	ɢali=r=x-u	ложиться	1=v-pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	7	a=r=k’ɨn	идти	1=v.pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	7	a=r=k’ɨn-na	идти	1=v.pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	7	t’abalʲ-aʔ-as	искать-делать	v-4.v-pot	infinitive	other	naf		dependent	53	
t03	mish9	Tsakhur	7	ɢadže-na	видеть	1.v.pf-aa	atr_aorist	pst	af		main line	54	
t04	mish4	Tsakhur	7	alʲaːt’-u	брать	4.v-pf	aorist	pst	naf		main line	55	
t2	mish3	Tsakhur	7	qikː-ɨ deš	увозить не.быть	1.v-pf neg.cop	aorist	pst	naf		comment	57	
t2	mish3	Tsakhur	7	qaˁ=t=q-as	учить	4=v-pot	infinitive	other	naf		dependent	57	
t4	mish4	Tsakhur	7	awajk-e w=uxa	находить стать	hpl.v-ipf hpl=v.pf	imperfect	other	naf		main line	62	
t7	mish8	Tsakhur	7	qoːt’-a w=uxa	прикасаться стать	3.v-ipf 3-v.pf	imperfect	other	naf		main line	67	
t7	mish8	Tsakhur	7	a=w=h-u-na	бросать	3=v-pf-aa	participle	other	ptcp		dependent	67	
t8	mish4	Tsakhur	7	ha=r=ʁ-u	волочить	1=v-pf	converb	other	naf		dependent	68	
t8	mish4	Tsakhur	7	iwho wo=d	сказать быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	7	giwaχan-aʔ-as	висеть-делать	1.v-1.v-pot	potential	other	naf		quote	68	
t8	mish4	Tsakhur	7	qɨʁah-as	доставать	1.v-pot	potential	other	naf		quote	68	
t8	mish4	Tsakhur	7	a=w=q-iːnɢaˁ	ловить	3=v.temp1	sconverb	other	naf		dependent	68	
b10	kvan14	Bagvalal	8			v-pot-fut2	future	other	NA	NA	quote	5	
b10	kvan14	Bagvalal	8			n=v-ms.pot-fut2	future	other	NA	NA	quote	5	
b10	kvan14	Bagvalal	8			v=n=conv cop	perfect	pf	NA	NA	main line	5	
b11	kvan5	Bagvalal	8			v-ms.ipf.inf	infinitive	other	NA	NA	dependent	6	
b11	kvan5	Bagvalal	8			noun-vrb-pot.inf-q	infinitive	other	NA	NA	dependent	6	
b11	kvan5	Bagvalal	8			hpl=v-ipf-part=hpl	participle	other	NA	NA	non-clausal	6	
b11	kvan5	Bagvalal	8			v	preterite	pst	NA	NA	main line	6	
b12	kvan10	Bagvalal	8			n=v	preterite	pst	NA	NA	main line	7	
b14	kvan4	Bagvalal	8			v=f=conv	converb	other	NA	NA	dependent	9	
b14	kvan4	Bagvalal	8			f=v-pot.inf	infinitive	other	NA	NA	dependent	9	
b14	kvan4	Bagvalal	8			v-part=n=la	participle	other	NA	NA	non-clausal	9	
b14	kvan4	Bagvalal	8			v=n=conv n=v	preterite_pluperfect	other	NA	NA	main line	9	quote: first person perspective
b15	kvan9	Bagvalal	8			v=f=conv	converb	other	NA	NA	dependent	15	
b15	kvan9	Bagvalal	8			f=v=f=conv cop	perfect	pf	NA	NA	main line	15	
b15	kvan9	Bagvalal	8			n=v=part.n n=v=n=conv cop-re-di-la	perfect_resultative	other	NA	NA	quote	15	
b16	kvan13	Bagvalal	8			n=v-neg-part=n=re	participle	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	8			n=v=part.n	participle	other	NA	NA	non-clausal	18	
b16	kvan13	Bagvalal	8			n=v-ipf-part=n	participle	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	8			cop-re	present	other	NA	NA	quote	18	
b17	kvan13	Bagvalal	8			m=v=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	8			m=v=m=conv cop	perfect	pf	NA	NA	main line	19	
b19	kvan14	Bagvalal	8			hpl=v=hpl=conv neg.cop	perfect	pf	NA	NA	main line	21	
b2	kvan6	Bagvalal	8	b=et=ir=o	оставлять	hpl=v=hpl=conv	converb	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	8	b=as-ãː	рассказывать	n=v-pot.inf	infinitive	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	8	b=uɬu=b	случаться	n=v=part.n	participle	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	8	w=aː=w=o ek’ʷa	приходить есть	m=v=m=conv cop	perfect	pf	NA	NA	main line	22	
b2	kvan6	Bagvalal	8	w=uʁu	отправлять	m=v	preterite	pst	NA	NA	dependent	22	translated as converb
b2	kvan6	Bagvalal	8	b=ešt=ir-la	отпускать	hpl=v=hpl=la	preterite	pst	NA	NA	dependent	22	
b20	kvan14	Bagvalal	8			v=n=conv	converb	other	NA	NA	dependent	24	
b20	kvan14	Bagvalal	8			n=v=part.n	participle	other	NA	NA	dependent	24	
b20	kvan14	Bagvalal	8			cop	present	other	NA	NA	quote	24	
b20	kvan14	Bagvalal	8			n=v	preterite	pst	NA	NA	quote	24	
b23	kvan9	Bagvalal	8			m=v m=v-ipf-conv	preterite_pluperfect	other	NA	NA	first	27	
b23	kvan9	Bagvalal	8			hpl=v-neg-part=n=temp	sconverb	other	NA	NA	dependent	27	
b25	kvan14	Bagvalal	8			m=v=m=conv	converb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	8			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	8	b=ešt-iraː-χ b=uk’a=b=o weč’e	отпускать быть не.есть	n=v-ipf-conv n=v=n=conv neg.cop	perfect_imperfect	other	NA	NA	main line	43	
b5	kvan4	Bagvalal	8	ič-aː	давать	v-pot.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	8	q’oča=m=o b=uk’a-či	хотеть быть	v=n=conv n=v-neg	preterite_pluperfect	other	NA	NA	quote	44	
b6	kvan4	Bagvalal	8	b=uɬu	стать	n=v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	8	qʷaː=b=o ek’ʷa-ʁala	писать есть	v=n=conv cop-rala	converb	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	8	haː-naː-χ	видеть	v-ipf-conv	converb	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	8	dž-aːla	делать	v-pot.inf	infinitive	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	8	ek’ʷa-ʁala	есть	cop-rala	present	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	8	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b9	kvan3	Bagvalal	8			v=n=conv	converb	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	8			n=v n=v=part.n	participle	other	NA	NA	non-clausal	51	
b9	kvan3	Bagvalal	8			n=v	preterite	pst	NA	NA	main line	51	
t01	mish1	Tsakhur	8	hajq’ʷar-aʔ-u	ломаться-делать	4.v-4.v-pf	aorist	pst	naf		quote	52	
t01	mish1	Tsakhur	8	iwo-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	52	
t02	mish1	Tsakhur	8	ɨxa deš	стать не.быть	4.v.pf neg.cop	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	8	muʁur-qixa-jnɢaI	просыпаться-стать	v-1.v.pf-temp1	sconverb	other	naf		dependent	53	
t03	mish9	Tsakhur	8	ha=w=ʔ-u	делать	3=v-pf	aorist	pst	naf		main line	54	
t03	mish9	Tsakhur	8	muʁur-qixa	просыпаться-стать	v-1.v.pf	aorist	pst	naf		main line	54	
t03	mish9	Tsakhur	8	qa=w=al-es-da-niː	приходить	3=v-pot-aa-em2	atr_potential	other	af		main line	54	
t04	mish4	Tsakhur	8	qojt’al	звать	1.v.ipf	present	other	naf		main line	55	
t4	mish4	Tsakhur	8	wo=d=un	быть	v=4=a	atr_present	other	af		quote	62	
t4	mish4	Tsakhur	8	haʔ-u wo=d	делать быть	4.v-pf v=4	naf_perfect	pf	naf	ep	main line	62	
t7	mish8	Tsakhur	8	ha=r=k’ɨn-na	идти	1=v.pf-aa	atr_aorist	pst	af		main line	67	
t7	mish8	Tsakhur	8	deš-di	не.быть	4.neg.cop-aobl	participle	other	ptcp		dependent	67	
t7	mish8	Tsakhur	8	deš-di	не.быть	4.neg.cop-aobl	participle	other	ptcp		dependent	67	
t8	mish4	Tsakhur	8	qa=b=ɨ	приходить	hpl=v.pf	converb	other	naf		dependent	68	
t8	mish4	Tsakhur	8	giwaχan-aʔ-u wo=r	висеть-делать быть	1.v-1.v-pf v=1	naf_perfect	pf	naf	ep	main line	68	
b1	kvan4	Bagvalal	9	kʷaχːi=b=o ek’ʷa	красть есть	v=n=conv cop	perfect	pf	NA	NA	first	1	
b10	kvan14	Bagvalal	9			hpl=v-ipf-part=n	participle	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	9			n=v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	9			n=v=n=conv cop	perfect	pf	NA	NA	main line	5	
b11	kvan5	Bagvalal	9			npl=v-ipf-part=npl	participle	other	NA	NA	quote	6	
b12	kvan10	Bagvalal	9			cop=part.n	participle	other	NA	NA	dependent	7	
b12	kvan10	Bagvalal	9			v	preterite	pst	NA	NA	main line	7	
b12	kvan10	Bagvalal	9			n=v-bi-prh-re	prohibitive	other	NA	NA	quote	7	
b14	kvan4	Bagvalal	9			v-part=n	participle	other	NA	NA	dependent	9	
b14	kvan4	Bagvalal	9			v-ipf-part=n	participle	other	NA	NA	dependent	9	
b14	kvan4	Bagvalal	9			v	preterite	pst	NA	NA	main line	9	quote: first person perspective
b15	kvan9	Bagvalal	9			m=v=m=conv	converb	other	NA	NA	dependent	15	
b15	kvan9	Bagvalal	9			m=v-ipf.inf-la	infinitive	other	NA	NA	dependent	15	
b15	kvan9	Bagvalal	9			v=n=conv cop	perfect	pf	NA	NA	main line	15	
b15	kvan9	Bagvalal	9			v n=v=n=conv cop	perfect	pf	NA	NA	quote	15	
b15	kvan9	Bagvalal	9			n=v-part=n=temp	sconverb	other	NA	NA	dependent	15	
b16	kvan13	Bagvalal	9			f=v-ipf-part=n=loc.lat	participle	other	NA	NA	non-clausal	18	
b16	kvan13	Bagvalal	9			hpl=v=hpl=conv cop	perfect	pf	NA	NA	main line	18	
b16	kvan13	Bagvalal	9			f=v=f=conv cop	perfect	pf	NA	NA	main line	18	
b17	kvan13	Bagvalal	9			v=part.n	participle	other	NA	NA	quote	19	
b19	kvan14	Bagvalal	9			n=v=n=conv	converb	other	NA	NA	dependent	21	
b19	kvan14	Bagvalal	9			v=n=conv cop	perfect	pf	NA	NA	main line	21	
b19	kvan14	Bagvalal	9			n=v-pot-csl	sconverb	other	NA	NA	dependent	21	
b2	kvan6	Bagvalal	9	b=eː=r=o	приходить	hpl=v=hpl=conv	converb	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	9	b=uɬu=b=q’aɬːani	случаться	n=v=part.n=temp	converb	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	9	dž-aːla	делать	v-pot.inf	infinitive	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	9	b=asa=m	рассказывать	n=v=part.n	participle	other	NA	NA	main line	22	
b2	kvan6	Bagvalal	9	b=iː-r-oː=b	знать	n=v-ipf-part=n	participle	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	9	weč’-abi	не.есть	neg.cop-rabi	present	other	NA	NA	quote	22	
b20	kvan14	Bagvalal	9			m=v=m=conv	converb	other	NA	NA	dependent	24	
b20	kvan14	Bagvalal	9			n=v=n=conv cop	perfect	pf	NA	NA	main line	24	
b23	kvan9	Bagvalal	9			hpl=v=hpl=ipf-conv-la	converb	other	NA	NA	dependent	27	
b23	kvan9	Bagvalal	9			v.ipf-part=n	participle	other	NA	NA	main line	27	
b23	kvan9	Bagvalal	9			v-neg-part=hpl	participle	other	NA	NA	main line	27	
b23	kvan9	Bagvalal	9			v.ipf-part=n	participle	other	NA	NA	main line	27	
b23	kvan9	Bagvalal	9			v-neg-part=hpl	participle	other	NA	NA	main line	27	
b23	kvan9	Bagvalal	9			hpl=v=hpl=gora	preterite	pst	NA	NA	main line	27	
b25	kvan14	Bagvalal	9			npl=v=npl=conv	converb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	9			v=n=conv	converb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	9			v=n=conv	converb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	9			v v-ipf.inf	infinitive	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	9			v.msd-gen	masdar	other	NA	NA	non-clausal	41	
b25	kvan14	Bagvalal	9			npl=v=part.n	participle	other	NA	NA	non-clausal	41	
b25	kvan14	Bagvalal	9			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	9	iči-r-oː=b b=uk’a=b=o ek’ʷa	давать быть есть	v-ipf-part=n n=v=n=conv cop	perfect_imperfect	other	NA	NA	main line	43	
b5	kvan4	Bagvalal	9	kʷaχː-aː	красть	v-inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	9	ek’ʷa=b	есть	cop=part.n	participle	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	9	q’oča=m=o ek’ʷa	хотеть есть	v=n=conv cop	perfect	pf	NA	NA	quote	44	
b6	kvan4	Bagvalal	9	b=uɬu=b=q’arɬːir	стать	n=v=part.n=temp	converb	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	9	dž-aːla	делать	v-pot.inf	infinitive	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	9	b=eː-r-oː=ba b=uk’=ur	приходить быть	hpl=v-ipf-part=hpl hpl=v=hpl	preterite_imperfect	other	NA	NA	main line	45	
b7	kvan5	Bagvalal	9	uh-unaː-č’e-ʁala	мочь	v-ipf-fut.neg-rala	future	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	9	j=is-an-sː-ʁala	находить	f=v-pot-fut1-rala	future	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	9	ħalt’ir-aː-la	работать	v-ms.pot.inf-la	infinitive	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	9	j=ah-aː	брать	f=v-pot.inf	infinitive	other	NA	NA	dependent	46	
b9	kvan3	Bagvalal	9			neg.cop n=v-ms.ipf-conv	present	other	NA	NA	main line	51	
t01	mish1	Tsakhur	9	a=r=k’ɨn	идти	1=v.pf	aorist	pst	naf		main line	52	
t01	mish1	Tsakhur	9	hixar-aʔʷ-iːnɢaI	доходить-делать	1.v-1.v.pf-temp1	sconverb	other	naf		dependent	52	
t02	mish1	Tsakhur	9	ɢedž-e ɨxa deš	видеть стать не.быть	1.v-ipf 1.v.pf	imperfect	other	naf		main line	53	
t03	mish9	Tsakhur	9	sɨʁoːc-as-da	вставать	3.v-pot-aa	atr_infinitive	other	af		dependent	54	
t03	mish9	Tsakhur	9	waχt-o=b w=uxa	время-быть стать	noun.3-cop=3 3=v.pf	naf_perfect	pf	naf	ep	main line	54	
t03	mish9	Tsakhur	9	miIč’adiːnɣ-iː	утро	noun-em1	present	other	naf		main line	54	em1 as copula
t04	mish4	Tsakhur	9	a=r=k’ɨn-na	уезжать	1=v.pf-aa	atr_aorist	pst	af		main line	55	
t4	mish4	Tsakhur	9	ɨkːiːkɨn	хотеть	4.v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	9	ilʲozur	останавливаться	npl.v.pf	aorist	pst	naf		main line	62	citation?
t4	mish4	Tsakhur	9	χaˁr-qix-es	обучать-стать	v-4.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	9	ɢilex-a	ложиться	1.v-ipf	present	other	naf		main line	62	citation?
t4	mish4	Tsakhur	9	sɨʁoc-a	вставать	1.v-ipf	present	other	naf		main line	62	citation?
t7	mish8	Tsakhur	9	d-exa-jn	стать	neg-4.pf-a	atr_aorist	pst	af		main line	67	
t8	mish4	Tsakhur	9	ha=r=aʁʷ-a	волючить	1=v-ipf	converb	other	naf		dependent	68	
t8	mish4	Tsakhur	9	gi=w=ʁɨl-e	начинать	hpl=v-imp	imperative	other	naf		quote	68	
t8	mish4	Tsakhur	9	iwho wo=d	сказать быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	68	
